company,level,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,tag,basesalary,stockgrantvalue,bonus,gender,cityid,Educ,Race,Education,Company,Gender
Amazon,L4,Software Engineer,134000,"Seattle, WA",2,2,Full Stack,108000,20000,2000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,181000,"New York, NY",4,2,Web Development (Front-End),142000,21000,18000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,207000,"Seattle, WA",8,4,Distributed Systems (Back-End),160000,47000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,243000,"Seattle, WA",4,3,Distributed Systems (Back-End),148000,95000,4000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,164000,"Seattle, WA",2,2,Full Stack,115000,40000,9000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,243000,"New York, NY",5,4,Distributed Systems (Back-End),164000,80000,0,Female,10182,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,180000,"Palo Alto, CA",1,1,API Development (Back-End),128000,28000,24000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Seattle, WA",6,2,Distributed Systems (Back-End),150000,30000,20000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,310000,"New York, NY",8,4,Distributed Systems (Back-End),160000,150000,0,Male,10182,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,390000,"Seattle, WA",18,9,Security,120000,240000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,450000,"Seattle, WA",18,9,Security,150000,270000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,280000,"Seattle, WA",5,5,Full Stack,152000,128000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,197000,"New York, NY",6,0,Web Development (Front-End),160000,22000,15000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,280000,"Seattle, WA",5,4,API Development (Back-End),155000,127000,0,Male,11527,0,Two Or More,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,231000,"Austin, TX",10,0,DevOps,157000,42000,32000,Male,10965,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,171000,"Seattle, WA",8,5,Networking,136000,35000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE III,Software Engineer,307000,"Seattle, WA",5,5,Distributed Systems (Back-End),160000,147000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,284000,"Seattle, WA",8,7,Full Stack,144000,144000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L7,Software Engineer,505000,"Seattle, WA",20,5,Distributed Systems (Back-End),160000,345000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,173000,"Sunnyvale, CA",0,0,Full Stack,134000,25000,15000,Male,7472,1,Asian,Master's Degree,1,1
Amazon,SDE III,Software Engineer,304000,"Seattle, WA",9,7,Distributed Systems (Back-End),160000,144000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,220000,"Sunnyvale, CA",6,3,Distributed Systems (Back-End),165000,55000,0,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,235000,"Seattle, WA",8,0,Testing (SDET),150000,50000,35000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,2.00E+05,"Seattle, WA",4,4,API Development (Back-End),144000,56000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,488000,"Seattle, WA",15,8,Networking,153000,335000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,172000,"Seattle, WA",3,3,Distributed Systems (Back-End),114000,48000,10000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,220000,"Palo Alto, CA",2,1,Distributed Systems (Back-End),145000,45000,30000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,287000,"Austin, TX",8,4,Full Stack,152000,135000,0,Male,10965,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,150000,"New York, NY",4,2,Full Stack,1.00E+05,40000,10000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,227000,"Boulder, CO",3,1,Full Stack,151000,47000,29000,Male,7534,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,255000,"Seattle, WA",5,0,Distributed Systems (Back-End),160000,52000,42000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,221000,"Herndon, VA",10,1,Infrastructure,157000,35000,29000,Female,11385,0,Asian,Bachelor's Degree,1,0
Amazon,L6,Software Engineer,297000,"Austin, TX",21,5,Full Stack,160000,137000,0,Male,10965,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,220000,"Seattle, WA",4,4,Full Stack,149000,71000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,153000,"Seattle, WA",0,0,API Development (Back-End),116000,22000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,255000,"Austin, TX",10,3,Embedded,160000,95000,0,Male,10965,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,351000,"Palo Alto, CA",4,0,Distributed Systems (Back-End),185000,16000,150000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,284000,"Palo Alto, CA",3,0,Distributed Systems (Back-End),168000,71000,45000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,236000,"Seattle, WA",9,1,Full Stack,146000,60000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,218000,"Portland, OR",5,5,ML / AI,145000,73000,0,Female,10522,1,Asian,Master's Degree,1,0
Amazon,SDE II,Software Engineer,213000,"Boston, MA",3,3,Distributed Systems (Back-End),150000,64000,0,Male,8816,0,White,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,220000,"Seattle, WA",8,6,Distributed Systems (Back-End),156000,66000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,295000,"Seattle, WA",5,4,Security,148000,147000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,245000,"San Francisco, CA",4,2,ML / AI,171000,75000,0,Male,7419,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,182000,"Irvine, CA",3,0,Full Stack,127000,20000,35000,Female,7229,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,250000,"Seattle, WA",3,3,Full Stack,148000,102000,3000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,225000,"Seattle, WA",4,4,Full Stack,145000,74000,6000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Seattle, WA",3,3,Distributed Systems (Back-End),146000,54000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,172000,"Seattle, WA",4,2,Distributed Systems (Back-End),144000,15000,13000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,250000,"Seattle, WA",10,10,Distributed Systems (Back-End),158000,93000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,250000,"Sunnyvale, CA",5,5,Distributed Systems (Back-End),165000,85000,4000,Female,7472,1,Asian,Master's Degree,1,0
Amazon,SDE I,Software Engineer,161000,"Denver, CO",2,2,Full Stack,111000,44000,5000,Male,7548,0,White,Bachelor's Degree,1,1
Amazon,SDE II,Software Engineer,253000,"Portland, OR",8,2,Full Stack,151000,102000,0,Male,10522,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Portland, OR",3,3,API Development (Back-End),144000,56000,0,Male,10522,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,215000,"Seattle, WA",11,6,API Development (Back-End),132000,83000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,3.00E+05,"Seattle, WA",5,5,Full Stack,160000,140000,0,Male,11527,0,Hispanic,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,283000,"Cupertino, CA",6,0,Distributed Systems (Back-End),175000,63000,46000,Male,7158,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,245000,"Seattle, WA",5,0,Distributed Systems (Back-End),150000,55000,40000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L3,Software Engineer,367000,"San Francisco, CA",21,6,Distributed Systems (Back-End),182000,185000,0,Male,7419,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,162000,"Seattle, WA",0,0,ML / AI,120000,30000,12000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Seattle, WA",5,2,Full Stack,152000,48000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,214000,"Seattle, WA",3,3,Web Development (Front-End),128000,86000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,216000,"Seattle, WA",6,4,API Development (Back-End),149000,67000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,195000,"New York, NY",3,0,Distributed Systems (Back-End),145000,30000,21000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,56000,NA,3,3,API Development (Back-End),43000,13000,0,Male,13147,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,315000,"Sunnyvale, CA",10,4,DevOps,177000,137000,0,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,261000,"Seattle, WA",8,4,Full Stack,151000,110000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,173000,"Seattle, WA",1,0,API Development (Back-End),135000,21000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,294000,"Seattle, WA",7,4,Distributed Systems (Back-End),152000,120000,22000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,154000,"Seattle, WA",0,0,Full Stack,114000,30000,10000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,340000,"Seattle, WA",9,9,Full Stack,160000,175000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,308000,"Seattle, WA",10,8,Distributed Systems (Back-End),150000,158000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,144000,"Seattle, WA",0,0,AWS,116000,22000,7000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,169000,"Arlington, VA",2,0,Full Stack,121000,25000,24000,Male,11342,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,150000,"Arlington, VA",0,0,AWS,116000,22000,13000,Male,11342,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,155000,"Seattle, WA",3,3,Distributed Systems (Back-End),117000,35000,3000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,251000,"Los Angeles, CA",3,0,Full Stack,152000,55000,40000,Male,7275,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,216000,"Seattle, WA",7,1,Production,150000,28000,38000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,SDE II,Software Engineer,220000,"Irvine, CA",8,4,Distributed Systems (Back-End),144000,76000,0,Male,7229,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,271000,"Seattle, WA",2,0,Full Stack,160000,50000,60000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,314000,"San Francisco, CA",6,4,Android,168000,147000,0,Male,7419,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,60000,NA,2,2,Device Software,45000,15000,0,Male,13147,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,168000,"Seattle, WA",3,3,ML / AI,113000,55000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,306000,"Seattle, WA",7,6,Full Stack,160000,146000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,251000,"Seattle, WA",7,2,Distributed Systems (Back-End),155000,96000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,230000,"Seattle, WA",3,3,API Development (Back-End),160000,70000,0,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,229000,"Seattle, WA",7,5,ML / AI,146000,83000,0,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,225000,"Seattle, WA",7,6,Full Stack,145000,80000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,283000,"Seattle, WA",7,6,Distributed Systems (Back-End),152000,131000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,180000,"Austin, TX",3,0,Distributed Systems (Back-End),130000,28000,21000,Male,10965,1,Asian,Master's Degree,1,1
Amazon,SDE III,Software Engineer,297000,"Seattle, WA",5,4,Distributed Systems (Back-End),160000,137000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,179000,"San Francisco, CA",0,0,Full Stack,145000,26000,8000,Male,7419,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,178000,"Seattle, WA",2,0,API Development (Back-End),155000,13000,10000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,258000,"Seattle, WA",18,8,Distributed Systems (Back-End),158000,1.00E+05,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,172000,"Seattle, WA",3,0,Distributed Systems (Back-End),131000,23000,18000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,194000,"Seattle, WA",2,2,Distributed Systems (Back-End),144000,50000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,170000,"Seattle, WA",1,1,Distributed Systems (Back-End),130000,24000,17000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,132000,"Seattle, WA",2,2,Full Stack,112000,0,20000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,231000,"Arlington, VA",3,0,API Development (Back-End),155000,44000,32000,Male,11342,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,228000,"Seattle, WA",7,7,Distributed Systems (Back-End),154000,74000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,203000,"Austin, TX",2,0,Full Stack,140000,3000,60000,Female,10965,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,198000,"Seattle, WA",2,2,Security,147000,45000,6000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,280000,"Seattle, WA",8,6,Distributed Systems (Back-End),160000,120000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,202000,"Irvine, CA",6,6,API Development (Back-End),142000,60000,0,Male,7229,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,296000,"Cupertino, CA",10,0,Networking,185000,60000,51000,Male,7158,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,197000,"Seattle, WA",2,0,Distributed Systems (Back-End),129000,37000,32000,Female,11527,0,White,Bachelor's Degree,1,0
Amazon,L5,Software Engineer,340000,"New York, NY",2,0,Distributed Systems (Back-End),175000,75000,90000,Male,10182,0,Black,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,250000,"Seattle, WA",5,3,Full Stack,147000,83000,20000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,282000,"Santa Clara, CA",7,2,Full Stack,162000,120000,0,Male,7434,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,2.00E+05,"New York, NY",3,2,Full Stack,140000,40000,20000,Male,10182,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,348000,"Seattle, WA",14,3,Distributed Systems (Back-End),147000,201000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,2.00E+05,"Seattle, WA",2,0,Distributed Systems (Back-End),125000,25000,50000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,2.00E+05,"Seattle, WA",2,0,Distributed Systems (Back-End),125000,25000,50000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,165000,"Seattle, WA",2,2,Distributed Systems (Back-End),116000,49000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,220000,"Seattle, WA",3,0,Full Stack,160000,30000,30000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,165000,"Irvine, CA",4,1,Full Stack,126000,25000,14000,Male,7229,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,381000,"Seattle, WA",10,4,ML / AI,160000,221000,0,Male,11527,1,Two Or More,Master's Degree,1,1
Amazon,L4,Software Engineer,170000,"Seattle, WA",2,2,Distributed Systems (Back-End),120000,37000,13000,Male,11527,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,202000,"New York, NY",3,3,Distributed Systems (Back-End),166000,36000,0,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,SDE II,Software Engineer,255000,"Seattle, WA",4,0,Full Stack,155000,60000,40000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,220000,"Seattle, WA",9,5,Distributed Systems (Back-End),146000,73000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,180000,"Seattle, WA",2,0,Distributed Systems (Back-End),130000,3000,47000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,268000,"Sunnyvale, CA",3,0,Distributed Systems (Back-End),170000,58000,40000,Male,7472,0,Two Or More,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,308000,"Seattle, WA",11,11,ML / AI,160000,148000,0,Male,11527,0,Two Or More,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,166000,"Seattle, WA",2,2,Distributed Systems (Back-End),120000,46000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,191000,"Sunnyvale, CA",3,0,Distributed Systems (Back-End),145000,25000,22000,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,280000,"Seattle, WA",5,5,Distributed Systems (Back-End),150000,130000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L3,Software Engineer,166000,"Seattle, WA",2,2,Security,116000,36000,11000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,273000,"New York, NY",8,0,Full Stack,175000,64000,34000,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,183000,"Los Angeles, CA",2,1,Full Stack,155000,13000,15000,Male,7275,0,Two Or More,Bachelor's Degree,1,1
Amazon,SDE II,Software Engineer,232000,"New York, NY",4,0,Distributed Systems (Back-End),174000,58000,0,Male,10182,1,White,Master's Degree,1,1
Amazon,L4,Software Engineer,155000,"Fairfax, VA",0,0,Production,115000,25000,15000,Male,11369,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,186000,"New York, NY",2,2,Full Stack,156000,2000,28000,Female,10182,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,202000,"Seattle, WA",6,6,Distributed Systems (Back-End),154000,48000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,211000,"Seattle, WA",7,7,Full Stack,141000,70000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,212000,"Boston, MA",2,0,API Development (Back-End),152000,40000,20000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,290000,"Seattle, WA",10,6,Full Stack,160000,130000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,290000,"Seattle, WA",4,4,Distributed Systems (Back-End),153000,138000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,232000,"Seattle, WA",5,2,Full Stack,158000,76000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,196000,"Seattle, WA",2,2,Security,146000,45000,5000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,l5,Software Engineer,198000,"Seattle, WA",2,2,Production,144000,54000,0,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,158000,"Detroit, MI",1,1,Full Stack,112000,20000,26000,Male,9052,0,Black,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,285000,"Seattle, WA",12,2,ML / AI,150000,135000,0,Male,11527,1,White,Master's Degree,1,1
Amazon,L4,Software Engineer,144000,"Phoenix, AZ",2,1,API Development (Back-End),112000,20000,12000,Male,7042,0,Black,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,144000,"Seattle, WA",2,2,Distributed Systems (Back-End),112000,20000,12000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,222000,"Seattle, WA",4,4,API Development (Back-End),147000,75000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,193000,"Seattle, WA",3,0,Full Stack,125000,24000,44000,Male,11527,1,Black,Master's Degree,1,1
Amazon,L4,Software Engineer,173000,"Seattle, WA",4,1,Full Stack,130000,25000,18000,Male,11527,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,214000,"Austin, TX",7,4,Full Stack,145000,60000,9000,Female,10965,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,204000,"Seattle, WA",7,2,Full Stack,148000,52000,7000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,229000,"Seattle, WA",3,3,iOS,146000,83000,0,Female,11527,0,Black,Bachelor's Degree,1,0
Amazon,L5,Software Engineer,298000,"Seattle, WA",3,2,Distributed Systems (Back-End),155000,115000,28000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,210000,"Seattle, WA",5,5,Distributed Systems (Back-End),160000,52000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,228000,"Seattle, WA",6,6,API Development (Back-End),149000,80000,0,Female,11527,0,Asian,Bachelor's Degree,1,0
Amazon,L4,Software Engineer,160000,"Seattle, WA",2,2,Full Stack,110000,33000,13000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,187000,"Seattle, WA",2,1,iOS,129000,42000,17000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,180000,"Cupertino, CA",2,2,Full Stack,128000,45000,7000,Male,7158,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,251000,"Seattle, WA",3,0,Distributed Systems (Back-End),155000,58000,38000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,216000,"Seattle, WA",4,4,Full Stack,147000,60000,9000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,248000,"New York, NY",8,3,Full Stack,184000,64000,0,Male,10182,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,175000,"Boston, MA",3,0,Full Stack,140000,18000,16000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,64000,NA,4,4,Testing (SDET),43000,21000,0,Male,13147,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,140000,"Seattle, WA",2,2,API Development (Back-End),140000,0,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,260000,"Seattle, WA",14,6,Distributed Systems (Back-End),160000,1.00E+05,0,Male,11527,1,White,Master's Degree,1,1
Amazon,SDE I,Software Engineer,178000,"Seattle, WA",2,1,Distributed Systems (Back-End),120000,30000,30000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,258000,"Boston, MA",6,2,API Development (Back-End),160000,69000,29000,Male,8816,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,385000,"Cupertino, CA",20,4,ML / AI,185000,2.00E+05,0,Male,7158,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,239000,"Herndon, VA",6,2,Distributed Systems (Back-End),157000,57000,25000,Male,11385,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,305000,"Seattle, WA",5,5,ML / AI,160000,145000,0,Male,11527,1,White,Master's Degree,1,1
Amazon,L4,Software Engineer,180000,"Seattle, WA",1,0,API Development (Back-End),130000,25000,25000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,173000,"Seattle, WA",11,11,Distributed Systems (Back-End),138000,35000,0,Female,11527,0,White,Bachelor's Degree,1,0
Amazon,SDE I,Software Engineer,21000,NA,1,1,Cloud,18000,2000,5000,Male,13147,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,210000,"Palo Alto, CA",2,0,Full Stack,146000,30000,35000,Male,7351,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,342000,"Seattle, WA",12,7,Distributed Systems (Back-End),160000,182000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Seattle, WA",3,3,Distributed Systems (Back-End),144000,56000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,165000,"Seattle, WA",0,0,Web Development (Front-End),116000,22000,23000,Male,11527,0,Black,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,196000,"Dallas, TX",5,5,DevOps,125000,71000,0,Male,11039,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,329000,"New York, NY",8,0,Distributed Systems (Back-End),169000,160000,0,Male,10182,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,505000,"Seattle, WA",8,8,API Development (Back-End),160000,345000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,180000,"Seattle, WA",2,1,Distributed Systems (Back-End),130000,35000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,225000,"Seattle, WA",7,2,Distributed Systems (Back-End),157000,65000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,195000,"San Francisco, CA",4,2,Android,144000,51000,0,Male,7419,1,Asian,Master's Degree,1,1
Amazon,L7,Software Engineer,540000,"Seattle, WA",20,4,Distributed Systems (Back-End),152000,388000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,171000,"Arlington, VA",1,0,Production,128000,26000,18000,Male,11342,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,143000,"Seattle, WA",2,1,iOS,115000,4000,24000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,147000,"Boston, MA",2,0,Full Stack,116000,4000,27000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,173000,"Seattle, WA",2,0,Distributed Systems (Back-End),130000,23000,21000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,196000,"Cupertino, CA",6,2,Embedded,156000,30000,10000,Male,7158,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,240000,"Seattle, WA",5,5,API Development (Back-End),140000,1.00E+05,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,150000,"Seattle, WA",0,0,ML / AI,116000,22000,13000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,240000,"Seattle, WA",11,1,Data,150000,75000,15000,Male,11527,0,Asian,Bachelor's Degree,1,1
